acc_test,Precision,Recall,F1_score,auc,kappa,mathew_coef,model_name,model,dataset,subject,acc_train,acc_val
0.6111111111111112,0.49537037037037046,0.6111111111111112,0.5396825396825398,0.890625,0.37623762376237624,0.3958977750648687,Transformer Pos Enc,Transformer Pos Enc,Motor Imaginary,18,0.9444444179534912,0.6111111044883728
0.5,0.32142857142857145,0.5,0.391304347826087,0.671875,0.1336898395721925,0.15446230726969912,Transformer,Transformer,Motor Imaginary,19,0.24166665971279144,0.2777777910232544
0.4444444444444444,0.3277777777777777,0.4444444444444444,0.36023391812865496,0.8125,0.17431192660550454,0.2016262709895542,Transformer Pos Enc,Transformer Pos Enc,Motor Imaginary,15,0.25555557012557983,0.2777777910232544
0.3888888888888889,0.30050505050505044,0.3888888888888889,0.337037037037037,0.515625,0.05714285714285727,0.05937393699957593,Transformer Pos Enc,Transformer Pos Enc,Motor Imaginary,12,0.38055557012557983,0.4444444477558136
0.3888888888888889,0.3726851851851852,0.3888888888888889,0.3695144724556489,0.625,0.13157894736842113,0.13960889832186377,Transformer,Transformer,Motor Imaginary,16,0.23055554926395416,0.1666666716337204
0.3333333333333333,0.21428571428571427,0.3333333333333333,0.2608695652173913,0.375,-0.13684210526315788,-0.16064079956048707,Transformer Pos Enc,Transformer Pos Enc,Motor Imaginary,17,0.33888888359069824,0.1666666716337204
0.3333333333333333,0.30952380952380953,0.3333333333333333,0.28641975308641976,0.53125,0.11836734693877549,0.13063063063063063,Transformer,Transformer,Motor Imaginary,14,0.19722221791744232,0.1111111119389534
0.2777777777777778,0.3888888888888889,0.2777777777777778,0.3222222222222222,0.640625,0.044897959183673564,0.04745789978762495,Transformer Pos Enc,Transformer Pos Enc,Motor Imaginary,19,0.894444465637207,0.6666666865348816
0.2777777777777778,0.2373737373737374,0.2777777777777778,0.25555555555555554,0.28125,-0.10900473933649302,-0.11318656411018607,Transformer Pos Enc,Transformer Pos Enc,Motor Imaginary,14,0.3194444477558136,0.2777777910232544
0.2777777777777778,0.3412698412698412,0.2777777777777778,0.3055555555555556,0.65625,0.008474576271186418,0.009133277072519848,Transformer,Transformer,Motor Imaginary,12,0.3722222149372101,0.1111111119389534
0.2222222222222222,0.19861111111111113,0.2222222222222222,0.19498910675381265,0.46875,-0.0862068965517242,-0.10611908999450222,Transformer Pos Enc,Transformer Pos Enc,Motor Imaginary,10,0.24444444477558136,0.4444444477558136
0.2222222222222222,0.25595238095238093,0.2222222222222222,0.23511904761904764,0.6875,-0.07234042553191489,-0.07458723458645966,Transformer,Transformer,Motor Imaginary,11,0.30000001192092896,0.2222222238779068
0.2222222222222222,0.587037037037037,0.2222222222222222,0.2132275132275132,0.234375,0.08363636363636373,0.09882263634632525,Transformer,Transformer,Motor Imaginary,13,0.25555557012557983,0.1666666716337204
0.2222222222222222,0.1898148148148148,0.2222222222222222,0.1695156695156695,0.5625,0.007874015748031482,0.008812710750235653,Transformer,Transformer,Motor Imaginary,17,0.21111111342906952,0.1666666716337204
0.16666666666666666,0.17777777777777778,0.16666666666666666,0.15185185185185185,0.375,-0.09756097560975618,-0.11874787399915186,Transformer Pos Enc,Transformer Pos Enc,Motor Imaginary,16,0.27222222089767456,0.2222222238779068
0.16666666666666666,0.19290123456790123,0.16666666666666666,0.15268065268065267,0.71875,-0.05058365758754868,-0.059366300971379016,Transformer Pos Enc,Transformer Pos Enc,Motor Imaginary,13,0.28333333134651184,0.1666666716337204
0.1111111111111111,0.09567901234567902,0.1111111111111111,0.08686868686868687,0.453125,-0.032258064516129004,-0.04091078147218063,Transformer Pos Enc,Transformer Pos Enc,Motor Imaginary,11,0.43888887763023376,0.3333333432674408
0.1111111111111111,0.013888888888888888,0.1111111111111111,0.024691358024691357,0.4375,-0.0034843205574914826,-0.008261359951610162,Transformer,Transformer,Motor Imaginary,10,0.21111111342906952,0.1111111119389534
0.05555555555555555,0.16666666666666666,0.05555555555555555,0.08333333333333333,0.75,-0.16349809885931554,-0.1832593441356251,Transformer,Transformer,Motor Imaginary,15,0.2083333283662796,0.2777777910232544
0.05555555555555555,0.5,0.05555555555555555,0.09999999999999999,0.40625,-0.11272727272727256,-0.13779002632452178,Transformer,Transformer,Motor Imaginary,18,0.34166666865348816,0.1666666716337204
